Attendance_ID,Staff_ID,Attendance_Date,Status,Shift,Location_ID
AT08139,S0246,2024-09-19,Absent,Night,L003
AT08140,S0468,2024-09-11,Sick,Afternoon,L002
AT08141,S0281,2025-01-11,Absent,Night,L001
AT08142,S0179,2025-05-26,Absent,Morning,L005
AT08143,S0447,2024-10-18,Leave,Night,L005
AT08144,S0252,2024-06-30,Leave,Night,L001
AT08145,S0218,2025-05-15,Absent,Night,L003
AT08146,S0317,2024-11-25,Sick,Morning,L005
AT08147,S0085,2024-07-27,Sick,Morning,L002
AT08148,S0133,2025-01-09,Leave,Night,L002
AT08149,S0395,2024-07-17,Present,Afternoon,L002
AT08150,S0224,2025-01-18,Leave,Night,L004
AT08151,S0393,2024-12-20,Leave,Afternoon,L005
AT08152,S0398,2025-05-01,Absent,Morning,L005
AT08153,S0194,2024-12-31,Leave,Morning,L004
AT08154,S0377,2025-05-18,Absent,Night,L003
AT08155,S0424,2025-02-15,Absent,Night,L003
AT08156,S0143,2024-08-14,Absent,Morning,L003
AT08157,S0164,2024-12-09,Absent,Afternoon,L001
AT08158,S0292,2024-08-29,Absent,Morning,L001
AT08159,S0278,2025-03-22,Sick,Night,L003
AT08160,S0065,2024-10-04,Absent,Night,L004
AT08161,S0335,2024-12-06,Leave,Night,L005
AT08162,S0372,2024-10-09,Sick,Afternoon,L004
AT08163,S0223,2024-10-20,Absent,Afternoon,L004
AT08164,S0455,2024-10-12,Leave,Night,L002
AT08165,S0008,2024-08-07,Absent,Afternoon,L001
AT08166,S0120,2024-12-20,Leave,Afternoon,L003
AT08167,S0081,2024-10-26,Leave,Morning,L001
AT08168,S0070,2024-11-01,Absent,Afternoon,L002
AT08169,S0124,2024-10-14,Sick,Night,L002
AT08170,S0167,2024-06-04,Present,Afternoon,L002
AT08171,S0339,2024-12-21,Absent,Morning,L002
AT08172,S0395,2024-06-27,Sick,Morning,L002
AT08173,S0322,2025-04-21,Present,Afternoon,L002
AT08174,S0102,2025-05-21,Absent,Night,L001
AT08175,S0146,2024-07-25,Leave,Night,L002
AT08176,S0360,2024-08-24,Absent,Morning,L005
AT08177,S0089,2025-02-18,Leave,Morning,L005
AT08178,S0236,2024-09-03,Absent,Afternoon,L003
AT08179,S0495,2025-04-14,Present,Night,L001
AT08180,S0133,2024-07-20,Sick,Morning,L002
AT08181,S0405,2024-07-27,Present,Morning,L005
AT08182,S0114,2025-05-15,Present,Night,L002
AT08183,S0463,2024-07-29,Absent,Afternoon,L001
AT08184,S0104,2024-12-07,Leave,Night,L003
AT08185,S0365,2025-05-22,Absent,Night,L003
AT08186,S0335,2024-11-02,Leave,Afternoon,L004
AT08187,S0144,2025-04-20,Absent,Afternoon,L001
AT08188,S0320,2025-05-26,Present,Afternoon,L003
AT08189,S0243,2024-05-30,Present,Morning,L003
AT08190,S0438,2024-06-04,Sick,Night,L004
AT08191,S0301,2025-02-06,Leave,Afternoon,L002
AT08192,S0111,2024-07-16,Leave,Afternoon,L005
AT08193,S0117,2024-08-05,Leave,Afternoon,L001
AT08194,S0500,2024-07-10,Present,Morning,L001
AT08195,S0422,2025-05-05,Sick,Morning,L004
AT08196,S0185,2024-08-23,Absent,Morning,L003
AT08197,S0050,2025-02-11,Absent,Night,L005
AT08198,S0415,2024-08-16,Absent,Night,L005
AT08199,S0425,2025-02-26,Absent,Night,L001
AT08200,S0376,2024-08-29,Absent,Afternoon,L002
AT08201,S0471,2025-04-04,Present,Afternoon,L005
AT08202,S0423,2024-11-02,Leave,Night,L003
AT08203,S0279,2024-10-03,Present,Night,L002
AT08204,S0065,2024-07-26,Absent,Morning,L005
AT08205,S0442,2025-04-07,Leave,Morning,L003
AT08206,S0180,2024-06-15,Sick,Morning,L002
AT08207,S0455,2024-07-23,Present,Afternoon,L002
AT08208,S0235,2024-10-25,Present,Afternoon,L002
AT08209,S0277,2025-01-24,Absent,Morning,L003
AT08210,S0396,2024-06-17,Present,Afternoon,L002
AT08211,S0275,2024-12-21,Sick,Morning,L004
AT08212,S0199,2024-06-25,Sick,Afternoon,L002
AT08213,S0151,2024-11-09,Leave,Morning,L001
AT08214,S0350,2025-02-14,Sick,Morning,L002
AT08215,S0363,2024-07-25,Present,Morning,L003
AT08216,S0231,2024-11-27,Sick,Night,L004
AT08217,S0053,2024-06-28,Leave,Night,L005
AT08218,S0456,2024-06-26,Leave,Afternoon,L005
AT08219,S0279,2024-10-23,Present,Morning,L003
AT08220,S0423,2024-12-24,Sick,Night,L002
AT08221,S0098,2025-01-06,Absent,Night,L003
AT08222,S0369,2024-06-04,Sick,Afternoon,L003
AT08223,S0477,2024-12-26,Absent,Afternoon,L003
AT08224,S0051,2024-05-29,Absent,Night,L005
AT08225,S0161,2024-09-19,Leave,Afternoon,L002
AT08226,S0401,2024-10-31,Present,Afternoon,L003
AT08227,S0300,2025-05-13,Leave,Morning,L001
AT08228,S0089,2025-04-01,Absent,Afternoon,L002
AT08229,S0051,2024-09-25,Leave,Night,L002
AT08230,S0179,2024-06-11,Absent,Night,L005
AT08231,S0498,2024-08-07,Leave,Afternoon,L002
AT08232,S0309,2024-07-01,Sick,Night,L005
AT08233,S0331,2025-02-25,Leave,Night,L001
AT08234,S0028,2024-10-27,Sick,Night,L002
AT08235,S0230,2024-09-04,Absent,Night,L001
AT08236,S0257,2024-06-05,Present,Night,L003
AT08237,S0422,2025-01-29,Present,Afternoon,L005
AT08238,S0422,2024-07-15,Sick,Morning,L002
AT08239,S0473,2025-03-29,Sick,Afternoon,L002
AT08240,S0186,2024-07-27,Present,Night,L002
AT08241,S0262,2024-11-24,Sick,Morning,L004
AT08242,S0432,2025-01-29,Absent,Afternoon,L003
AT08243,S0454,2024-12-28,Sick,Afternoon,L003
AT08244,S0170,2024-08-28,Leave,Morning,L001
AT08245,S0429,2024-10-12,Absent,Morning,L005
AT08246,S0295,2025-01-07,Leave,Afternoon,L001
AT08247,S0173,2024-09-20,Sick,Afternoon,L003
AT08248,S0029,2024-11-21,Sick,Night,L002
AT08249,S0378,2025-02-02,Sick,Night,L004
AT08250,S0061,2024-08-10,Sick,Afternoon,L001
AT08251,S0249,2024-08-24,Present,Night,L003
AT08252,S0218,2024-07-07,Sick,Morning,L004
AT08253,S0359,2025-01-04,Leave,Night,L004
AT08254,S0204,2024-09-11,Sick,Night,L004
AT08255,S0486,2025-03-15,Leave,Afternoon,L005
AT08256,S0262,2025-02-09,Absent,Afternoon,L004
AT08257,S0490,2024-08-15,Present,Morning,L003
AT08258,S0117,2024-06-08,Absent,Afternoon,L004
AT08259,S0385,2024-06-25,Absent,Afternoon,L003
AT08260,S0365,2024-09-12,Present,Afternoon,L003
AT08261,S0186,2024-06-29,Sick,Morning,L003
AT08262,S0030,2024-09-17,Sick,Morning,L003
AT08263,S0279,2024-10-08,Present,Morning,L002
AT08264,S0252,2025-05-10,Leave,Afternoon,L005
AT08265,S0137,2025-03-08,Sick,Morning,L004
AT08266,S0084,2024-09-19,Leave,Morning,L005
AT08267,S0104,2024-12-11,Sick,Morning,L004
AT08268,S0176,2025-03-23,Sick,Afternoon,L003
AT08269,S0409,2024-07-18,Absent,Night,L001
AT08270,S0312,2025-01-21,Absent,Night,L003
AT08271,S0272,2025-02-12,Absent,Night,L005
AT08272,S0493,2025-01-17,Present,Afternoon,L003
AT08273,S0386,2025-03-01,Sick,Afternoon,L004
AT08274,S0476,2024-07-13,Absent,Afternoon,L003
AT08275,S0043,2024-09-12,Absent,Morning,L003
AT08276,S0111,2025-05-23,Present,Night,L004
AT08277,S0446,2024-09-10,Present,Morning,L002
AT08278,S0343,2025-05-24,Present,Afternoon,L002
AT08279,S0392,2024-11-06,Absent,Afternoon,L002
AT08280,S0407,2024-08-06,Leave,Night,L001
AT08281,S0197,2025-05-12,Absent,Morning,L003
AT08282,S0048,2024-07-07,Sick,Morning,L002
AT08283,S0391,2025-03-19,Present,Afternoon,L005
AT08284,S0024,2025-05-11,Leave,Night,L002
AT08285,S0423,2024-06-02,Absent,Night,L005
AT08286,S0039,2025-04-13,Leave,Night,L005
AT08287,S0294,2024-06-28,Present,Morning,L005
AT08288,S0113,2024-11-07,Sick,Afternoon,L005
AT08289,S0379,2025-03-12,Leave,Night,L003
AT08290,S0228,2024-12-08,Present,Afternoon,L005
AT08291,S0309,2025-01-14,Absent,Afternoon,L004
AT08292,S0259,2024-05-26,Leave,Afternoon,L002
AT08293,S0033,2024-10-12,Absent,Afternoon,L002
AT08294,S0484,2024-09-13,Present,Morning,L002
AT08295,S0396,2024-12-09,Present,Afternoon,L003
AT08296,S0059,2024-09-25,Present,Morning,L004
AT08297,S0406,2025-05-01,Absent,Night,L003
AT08298,S0282,2024-05-29,Sick,Afternoon,L003
AT08299,S0028,2024-12-20,Leave,Night,L002
AT08300,S0279,2024-12-08,Leave,Morning,L002
AT08301,S0117,2024-11-19,Present,Afternoon,L004
AT08302,S0493,2025-04-10,Absent,Afternoon,L004
AT08303,S0472,2024-08-13,Present,Night,L005
AT08304,S0356,2024-11-29,Leave,Night,L003
AT08305,S0387,2024-12-24,Absent,Night,L003
AT08306,S0439,2024-10-30,Absent,Night,L004
AT08307,S0341,2024-08-28,Leave,Afternoon,L001
AT08308,S0036,2025-02-28,Absent,Night,L004
AT08309,S0351,2025-01-28,Leave,Night,L001
AT08310,S0100,2025-04-26,Present,Morning,L003
AT08311,S0106,2024-07-17,Leave,Night,L001
AT08312,S0235,2025-02-17,Present,Night,L004
AT08313,S0356,2024-05-30,Present,Night,L001
AT08314,S0252,2025-05-05,Leave,Afternoon,L005
AT08315,S0257,2025-05-12,Present,Morning,L001
AT08316,S0060,2024-07-25,Leave,Afternoon,L003
AT08317,S0463,2024-11-13,Sick,Afternoon,L003
AT08318,S0300,2025-04-16,Absent,Morning,L001
AT08319,S0366,2025-03-14,Absent,Night,L004
AT08320,S0414,2024-07-22,Present,Morning,L003
AT08321,S0152,2024-07-31,Present,Morning,L002
AT08322,S0068,2024-11-26,Leave,Afternoon,L003
AT08323,S0267,2025-03-01,Sick,Night,L005
AT08324,S0281,2024-08-13,Sick,Morning,L002
AT08325,S0286,2025-01-20,Sick,Night,L002
AT08326,S0122,2024-11-18,Leave,Afternoon,L005
AT08327,S0220,2025-05-24,Sick,Morning,L003
AT08328,S0372,2025-01-14,Sick,Night,L005
AT08329,S0457,2024-09-09,Absent,Afternoon,L004
AT08330,S0310,2025-01-29,Absent,Afternoon,L001
AT08331,S0351,2025-01-27,Sick,Morning,L005
AT08332,S0404,2024-12-22,Sick,Morning,L001
AT08333,S0294,2024-07-06,Sick,Night,L005
AT08334,S0332,2025-03-20,Sick,Afternoon,L001
AT08335,S0451,2024-11-02,Sick,Night,L004
AT08336,S0282,2025-02-12,Present,Afternoon,L003
AT08337,S0079,2024-12-28,Absent,Night,L001
AT08338,S0143,2025-05-03,Present,Morning,L003
AT08339,S0204,2025-03-16,Absent,Morning,L004
AT08340,S0428,2024-06-29,Leave,Night,L001
AT08341,S0380,2025-04-13,Absent,Night,L003
AT08342,S0064,2024-08-24,Sick,Morning,L001
AT08343,S0175,2024-10-18,Leave,Morning,L001
AT08344,S0095,2024-10-19,Leave,Night,L002
AT08345,S0457,2025-04-22,Absent,Afternoon,L001
AT08346,S0389,2025-01-27,Leave,Afternoon,L003
AT08347,S0350,2024-12-27,Absent,Afternoon,L004
AT08348,S0042,2025-04-30,Present,Night,L001
AT08349,S0269,2024-08-26,Sick,Afternoon,L005
AT08350,S0471,2024-09-20,Present,Morning,L002
AT08351,S0054,2025-03-10,Leave,Morning,L005
AT08352,S0250,2024-08-03,Sick,Afternoon,L003
AT08353,S0304,2024-12-04,Absent,Afternoon,L004
AT08354,S0275,2024-08-22,Absent,Afternoon,L005
AT08355,S0280,2025-05-26,Leave,Afternoon,L005
AT08356,S0443,2024-11-28,Sick,Morning,L003
AT08357,S0178,2024-06-02,Sick,Night,L004
AT08358,S0032,2024-12-04,Sick,Afternoon,L004
AT08359,S0336,2025-03-28,Absent,Morning,L001
AT08360,S0132,2024-06-17,Leave,Night,L004
AT08361,S0168,2024-07-29,Absent,Afternoon,L004
AT08362,S0104,2024-10-25,Absent,Night,L004
AT08363,S0280,2025-01-01,Leave,Afternoon,L005
AT08364,S0374,2025-01-18,Leave,Morning,L001
AT08365,S0270,2025-02-21,Absent,Night,L001
AT08366,S0085,2024-11-17,Sick,Night,L002
AT08367,S0484,2025-05-14,Present,Night,L005
AT08368,S0205,2025-04-26,Present,Night,L005
AT08369,S0293,2024-11-15,Present,Afternoon,L002
AT08370,S0373,2025-04-20,Sick,Morning,L004
AT08371,S0201,2024-07-21,Leave,Morning,L001
AT08372,S0421,2024-07-26,Leave,Afternoon,L003
AT08373,S0335,2024-06-13,Sick,Morning,L004
AT08374,S0468,2024-09-21,Leave,Afternoon,L002
AT08375,S0485,2024-10-02,Sick,Afternoon,L002
AT08376,S0150,2024-08-30,Leave,Night,L001
AT08377,S0025,2024-06-26,Present,Afternoon,L004
AT08378,S0157,2024-06-30,Leave,Night,L004
AT08379,S0411,2025-01-07,Present,Afternoon,L002
AT08380,S0231,2025-01-06,Sick,Night,L003
AT08381,S0100,2024-08-05,Sick,Morning,L001
AT08382,S0222,2024-08-03,Absent,Night,L003
AT08383,S0490,2025-02-23,Absent,Afternoon,L003
AT08384,S0281,2024-10-28,Present,Night,L005
AT08385,S0238,2025-01-24,Absent,Afternoon,L003
AT08386,S0244,2024-08-14,Sick,Night,L005
AT08387,S0171,2024-06-18,Leave,Morning,L005
AT08388,S0385,2024-06-07,Leave,Night,L003
AT08389,S0321,2025-01-15,Sick,Morning,L001
AT08390,S0482,2025-02-24,Leave,Morning,L005
AT08391,S0178,2024-11-06,Absent,Morning,L002
AT08392,S0239,2024-07-21,Present,Afternoon,L001
AT08393,S0116,2024-11-11,Present,Night,L004
AT08394,S0075,2025-02-08,Absent,Night,L002
AT08395,S0072,2025-03-23,Present,Night,L003
AT08396,S0256,2025-04-08,Present,Night,L004
AT08397,S0019,2025-02-04,Leave,Night,L003
AT08398,S0402,2024-09-07,Present,Morning,L005
AT08399,S0394,2024-12-30,Leave,Night,L002
AT08400,S0459,2025-01-16,Absent,Afternoon,L002
AT08401,S0007,2025-04-03,Present,Morning,L002
AT08402,S0391,2024-07-22,Present,Morning,L005
AT08403,S0337,2024-12-14,Leave,Night,L004
AT08404,S0286,2024-09-12,Sick,Afternoon,L003
AT08405,S0395,2024-11-24,Leave,Night,L002
AT08406,S0096,2025-01-11,Sick,Afternoon,L004
AT08407,S0041,2025-01-03,Absent,Afternoon,L001
AT08408,S0023,2024-06-13,Present,Night,L001
AT08409,S0387,2025-03-20,Leave,Morning,L004
AT08410,S0387,2025-02-24,Absent,Afternoon,L004
AT08411,S0080,2024-09-15,Sick,Morning,L004
AT08412,S0193,2024-08-21,Present,Afternoon,L002
AT08413,S0218,2024-11-20,Absent,Morning,L005
AT08414,S0265,2024-10-08,Present,Morning,L005
AT08415,S0004,2025-05-24,Leave,Night,L005
AT08416,S0066,2024-06-16,Sick,Night,L002
AT08417,S0314,2024-06-19,Absent,Afternoon,L003
AT08418,S0002,2025-04-26,Sick,Night,L005
AT08419,S0346,2024-07-09,Leave,Afternoon,L005
AT08420,S0393,2024-06-03,Sick,Morning,L001
AT08421,S0016,2024-08-14,Absent,Morning,L002
AT08422,S0091,2025-02-20,Sick,Morning,L004
AT08423,S0405,2024-09-05,Sick,Afternoon,L003
AT08424,S0001,2024-08-24,Sick,Afternoon,L004
AT08425,S0356,2024-11-01,Leave,Morning,L003
AT08426,S0328,2025-03-31,Sick,Night,L003
AT08427,S0073,2025-01-19,Present,Morning,L003
AT08428,S0061,2024-07-24,Absent,Night,L005
AT08429,S0072,2024-10-07,Leave,Afternoon,L004
AT08430,S0124,2024-08-25,Sick,Night,L003
AT08431,S0451,2025-02-27,Absent,Morning,L003
AT08432,S0449,2025-04-18,Leave,Afternoon,L001
AT08433,S0134,2024-11-29,Sick,Afternoon,L001
AT08434,S0472,2025-03-17,Absent,Afternoon,L003
AT08435,S0018,2025-01-30,Present,Night,L004
AT08436,S0406,2024-09-03,Leave,Afternoon,L005
AT08437,S0037,2025-01-19,Absent,Morning,L004
AT08438,S0477,2024-07-20,Leave,Afternoon,L005
AT08439,S0029,2025-04-10,Present,Afternoon,L004
AT08440,S0106,2024-08-11,Sick,Morning,L004
AT08441,S0336,2024-09-20,Present,Night,L004
AT08442,S0452,2024-12-11,Present,Night,L005
AT08443,S0073,2024-08-08,Present,Afternoon,L005
AT08444,S0018,2024-10-28,Leave,Morning,L004
AT08445,S0289,2024-09-09,Absent,Night,L001
AT08446,S0069,2024-12-17,Sick,Night,L004
AT08447,S0217,2025-03-22,Leave,Morning,L005
AT08448,S0187,2024-10-22,Sick,Afternoon,L001
AT08449,S0157,2024-09-30,Absent,Night,L004
AT08450,S0047,2024-08-20,Leave,Morning,L003
AT08451,S0417,2025-02-17,Absent,Afternoon,L003
AT08452,S0096,2025-02-17,Absent,Morning,L002
AT08453,S0130,2024-11-01,Leave,Night,L002
AT08454,S0129,2025-01-26,Sick,Afternoon,L003
AT08455,S0409,2025-02-04,Absent,Night,L001
AT08456,S0019,2025-04-12,Present,Morning,L002
AT08457,S0291,2025-04-28,Absent,Afternoon,L001
AT08458,S0418,2024-07-09,Present,Afternoon,L004
AT08459,S0495,2024-07-11,Absent,Morning,L005
AT08460,S0034,2024-09-15,Sick,Night,L002
AT08461,S0009,2024-07-04,Sick,Morning,L005
AT08462,S0173,2024-11-10,Present,Afternoon,L004
AT08463,S0341,2024-09-14,Sick,Afternoon,L001
AT08464,S0470,2024-12-02,Absent,Afternoon,L003
AT08465,S0123,2025-02-20,Present,Morning,L001
AT08466,S0262,2024-07-31,Absent,Morning,L005
AT08467,S0107,2025-02-14,Leave,Afternoon,L002
AT08468,S0268,2024-09-03,Present,Night,L001
AT08469,S0359,2024-10-10,Leave,Afternoon,L003
AT08470,S0441,2025-02-16,Present,Afternoon,L002
AT08471,S0202,2025-01-15,Present,Night,L004
AT08472,S0347,2025-01-20,Present,Afternoon,L003
AT08473,S0355,2025-02-03,Present,Night,L005
AT08474,S0025,2025-03-14,Leave,Morning,L001
AT08475,S0349,2024-07-18,Present,Night,L003
AT08476,S0376,2025-04-10,Present,Morning,L003
AT08477,S0478,2024-12-09,Absent,Morning,L003
AT08478,S0372,2024-05-26,Leave,Morning,L003
AT08479,S0233,2024-09-04,Absent,Afternoon,L004
AT08480,S0097,2025-05-04,Present,Morning,L005
AT08481,S0109,2025-01-26,Absent,Morning,L001
AT08482,S0390,2024-07-01,Present,Morning,L001
AT08483,S0347,2024-06-28,Leave,Morning,L002
AT08484,S0240,2025-01-18,Present,Afternoon,L001
AT08485,S0099,2024-10-13,Absent,Morning,L004
AT08486,S0225,2025-03-17,Present,Morning,L005
AT08487,S0291,2025-03-05,Leave,Night,L001
AT08488,S0085,2024-08-01,Sick,Afternoon,L003
AT08489,S0409,2025-03-29,Leave,Night,L003
AT08490,S0293,2024-05-28,Leave,Afternoon,L003
AT08491,S0046,2025-05-17,Sick,Night,L001
AT08492,S0039,2025-02-10,Present,Morning,L001
AT08493,S0232,2024-12-30,Sick,Afternoon,L002
AT08494,S0062,2024-10-12,Absent,Night,L003
AT08495,S0458,2024-12-16,Present,Afternoon,L004
AT08496,S0215,2024-12-17,Present,Morning,L005
AT08497,S0356,2024-08-01,Present,Night,L002
AT08498,S0103,2024-11-12,Sick,Morning,L003
AT08499,S0047,2024-12-30,Leave,Night,L004
AT08500,S0421,2024-10-19,Present,Night,L001
AT08501,S0112,2024-11-21,Present,Morning,L001
AT08502,S0217,2024-11-14,Present,Morning,L005
AT08503,S0087,2024-09-30,Leave,Morning,L005
AT08504,S0189,2025-03-09,Sick,Afternoon,L003
AT08505,S0283,2025-02-27,Sick,Afternoon,L003
AT08506,S0038,2025-01-08,Absent,Night,L004
AT08507,S0268,2025-04-17,Leave,Night,L002
AT08508,S0082,2024-11-26,Absent,Morning,L001
AT08509,S0322,2024-08-14,Leave,Night,L002
AT08510,S0404,2024-08-15,Leave,Night,L003
AT08511,S0207,2025-03-19,Present,Night,L002
AT08512,S0056,2024-05-26,Present,Night,L001
AT08513,S0280,2025-01-06,Sick,Afternoon,L001
AT08514,S0487,2025-04-10,Leave,Afternoon,L002
AT08515,S0443,2025-01-04,Sick,Night,L002
AT08516,S0071,2025-03-19,Absent,Morning,L005
AT08517,S0054,2024-08-17,Present,Night,L002
AT08518,S0065,2025-03-10,Present,Morning,L001
AT08519,S0121,2025-05-06,Sick,Night,L005
AT08520,S0091,2024-09-30,Sick,Morning,L003
AT08521,S0194,2024-08-22,Leave,Afternoon,L001
AT08522,S0112,2025-03-15,Sick,Morning,L004
AT08523,S0486,2024-10-18,Present,Morning,L004
AT08524,S0264,2025-04-26,Leave,Morning,L002
AT08525,S0360,2025-03-10,Present,Afternoon,L002
AT08526,S0352,2025-03-02,Present,Afternoon,L001
AT08527,S0045,2024-06-06,Present,Afternoon,L005
AT08528,S0354,2025-04-20,Leave,Morning,L004
AT08529,S0069,2024-11-27,Present,Afternoon,L005
AT08530,S0498,2025-04-19,Leave,Afternoon,L005
AT08531,S0032,2025-01-18,Leave,Night,L002
AT08532,S0361,2024-08-06,Present,Morning,L004
AT08533,S0395,2025-04-02,Present,Night,L001
AT08534,S0190,2024-10-30,Present,Night,L001
AT08535,S0208,2024-07-17,Sick,Morning,L001
AT08536,S0233,2024-12-09,Present,Afternoon,L003
AT08537,S0076,2025-01-17,Sick,Night,L001
AT08538,S0035,2025-02-25,Leave,Morning,L003
AT08539,S0274,2025-01-30,Sick,Night,L005
AT08540,S0341,2025-02-19,Sick,Morning,L001
AT08541,S0299,2024-05-26,Absent,Morning,L004
AT08542,S0138,2025-01-19,Sick,Morning,L002
AT08543,S0316,2025-05-19,Sick,Morning,L005
AT08544,S0136,2024-11-28,Sick,Night,L002
AT08545,S0305,2024-08-25,Present,Night,L001
AT08546,S0179,2025-04-12,Leave,Night,L003
AT08547,S0222,2024-09-24,Present,Night,L001
AT08548,S0479,2025-05-06,Absent,Night,L003
AT08549,S0072,2024-12-16,Leave,Night,L002
AT08550,S0445,2024-06-06,Absent,Night,L004
AT08551,S0148,2024-11-15,Sick,Afternoon,L005
AT08552,S0072,2024-07-27,Sick,Afternoon,L002
AT08553,S0386,2025-05-16,Present,Night,L002
AT08554,S0234,2024-09-04,Leave,Night,L001
AT08555,S0376,2024-12-04,Absent,Night,L001
AT08556,S0188,2024-08-08,Sick,Night,L003
AT08557,S0009,2024-06-20,Absent,Afternoon,L001
AT08558,S0428,2024-10-05,Present,Afternoon,L001
AT08559,S0336,2024-06-11,Sick,Afternoon,L003
AT08560,S0347,2025-03-04,Absent,Night,L005
AT08561,S0045,2025-01-05,Absent,Morning,L002
AT08562,S0023,2025-03-17,Present,Morning,L002
AT08563,S0381,2024-11-27,Present,Night,L004
AT08564,S0104,2024-10-06,Absent,Afternoon,L005
AT08565,S0245,2024-10-01,Sick,Night,L003
AT08566,S0193,2025-03-04,Present,Morning,L001
AT08567,S0375,2025-01-04,Leave,Morning,L003
AT08568,S0037,2024-12-15,Leave,Morning,L004
AT08569,S0100,2025-02-25,Absent,Afternoon,L005
AT08570,S0061,2025-05-08,Leave,Night,L003
AT08571,S0246,2025-05-02,Absent,Night,L005
AT08572,S0272,2024-07-16,Present,Afternoon,L002
AT08573,S0191,2025-01-08,Sick,Morning,L004
AT08574,S0370,2025-02-02,Absent,Morning,L002
AT08575,S0154,2024-08-12,Absent,Morning,L004
AT08576,S0075,2024-07-01,Absent,Afternoon,L005
AT08577,S0293,2025-01-20,Leave,Morning,L001
AT08578,S0019,2025-05-23,Sick,Morning,L004
AT08579,S0456,2025-02-24,Leave,Morning,L001
AT08580,S0011,2024-09-16,Present,Afternoon,L004
AT08581,S0387,2024-06-28,Sick,Afternoon,L001
AT08582,S0312,2025-02-07,Present,Night,L005
AT08583,S0485,2024-07-08,Absent,Afternoon,L005
AT08584,S0388,2024-06-06,Sick,Morning,L002
AT08585,S0345,2025-01-07,Leave,Night,L003
AT08586,S0073,2025-05-20,Present,Afternoon,L004
AT08587,S0279,2025-01-22,Present,Afternoon,L004
AT08588,S0220,2025-05-05,Sick,Afternoon,L003
AT08589,S0090,2025-01-22,Sick,Morning,L004
AT08590,S0145,2024-11-13,Absent,Morning,L001
AT08591,S0359,2024-08-19,Leave,Morning,L005
AT08592,S0147,2025-04-22,Leave,Afternoon,L004
AT08593,S0298,2025-05-07,Sick,Morning,L004
AT08594,S0043,2024-09-26,Leave,Night,L001
AT08595,S0092,2024-07-13,Leave,Afternoon,L003
AT08596,S0066,2025-04-20,Leave,Afternoon,L004
AT08597,S0473,2024-08-01,Absent,Night,L003
AT08598,S0001,2024-09-08,Absent,Afternoon,L001
AT08599,S0034,2024-12-31,Leave,Afternoon,L002
AT08600,S0381,2025-01-01,Present,Morning,L003
AT08601,S0440,2024-09-09,Leave,Morning,L004
AT08602,S0381,2024-08-14,Present,Night,L001
AT08603,S0265,2025-01-15,Sick,Afternoon,L003
AT08604,S0338,2025-05-16,Present,Night,L003
AT08605,S0429,2025-03-07,Leave,Night,L004
AT08606,S0171,2024-07-30,Leave,Morning,L003
AT08607,S0295,2024-06-29,Sick,Night,L005
AT08608,S0456,2024-08-19,Leave,Afternoon,L003
AT08609,S0054,2025-02-10,Leave,Afternoon,L005
AT08610,S0178,2024-06-16,Sick,Morning,L002
AT08611,S0400,2025-03-20,Absent,Morning,L004
AT08612,S0082,2024-09-10,Present,Morning,L002
AT08613,S0310,2024-06-18,Present,Night,L002
AT08614,S0095,2024-07-16,Absent,Night,L003
AT08615,S0154,2024-06-11,Leave,Afternoon,L003
AT08616,S0145,2024-08-15,Absent,Morning,L003
AT08617,S0004,2024-06-19,Present,Night,L005
AT08618,S0463,2025-01-09,Leave,Night,L005
AT08619,S0221,2025-03-16,Sick,Morning,L003
AT08620,S0405,2025-04-27,Sick,Afternoon,L004
AT08621,S0296,2024-07-30,Leave,Afternoon,L002
AT08622,S0078,2025-02-26,Present,Morning,L002
AT08623,S0069,2025-02-02,Sick,Afternoon,L003
AT08624,S0183,2024-08-08,Absent,Morning,L005
AT08625,S0116,2025-04-25,Leave,Night,L005
AT08626,S0162,2025-04-19,Absent,Morning,L003
AT08627,S0238,2025-02-19,Present,Night,L001
AT08628,S0423,2024-09-11,Leave,Morning,L003
AT08629,S0127,2024-07-04,Leave,Afternoon,L004
AT08630,S0085,2024-08-18,Absent,Afternoon,L003
AT08631,S0208,2025-02-01,Absent,Afternoon,L003
AT08632,S0206,2024-09-19,Present,Afternoon,L001
AT08633,S0355,2024-11-08,Leave,Night,L005
AT08634,S0210,2024-08-18,Sick,Morning,L001
AT08635,S0471,2024-12-04,Sick,Night,L002
AT08636,S0001,2024-10-18,Sick,Night,L002
AT08637,S0036,2025-01-04,Present,Afternoon,L003
AT08638,S0466,2024-10-06,Absent,Night,L001
AT08639,S0021,2025-03-26,Present,Night,L005
AT08640,S0034,2024-10-29,Leave,Night,L002
AT08641,S0302,2024-06-20,Sick,Night,L004
AT08642,S0285,2024-08-17,Sick,Afternoon,L005
AT08643,S0360,2024-07-12,Sick,Afternoon,L005
AT08644,S0366,2024-09-16,Sick,Night,L005
AT08645,S0356,2025-05-14,Sick,Afternoon,L001
AT08646,S0393,2024-12-13,Present,Afternoon,L001
AT08647,S0078,2024-12-01,Leave,Morning,L002
AT08648,S0350,2024-08-10,Leave,Night,L001
AT08649,S0245,2025-02-18,Leave,Morning,L002
AT08650,S0348,2024-06-24,Leave,Night,L003
AT08651,S0389,2024-09-03,Sick,Afternoon,L002
AT08652,S0139,2025-04-10,Leave,Afternoon,L001
AT08653,S0008,2025-05-13,Present,Morning,L001
